blue,green,groupId,received,red,sensorId,time1,time2,white
0.0263904389881,0.0334123883929,0,1469733230466,0.0291806175595,0,55,53024,0.0920061383929
0.0387137276786,0.0582217261905,0,1469733230466,0.0523390997024,1,55,55107,0.15380859375
0.0239955357143,0.0328543526786,0,1469733230466,0.0312732514881,2,55,57135,0.101632254464
0.0226469494048,0.0325055803571,0,1469733230467,0.0258324032738,3,55,59161,0.0827985491071
0.039783296131,0.0573149181548,0,1469733230467,0.0504324776786,4,55,61183,0.155784970238
0.0286458333333,0.0401785714286,0,1469733230467,0.0354585193452,5,55,63231,0.105445498512
0.0209263392857,0.0278087797619,0,1469733230467,0.0252743675595,6,55,65251,0.0848214285714
0.0414341517857,0.0533621651786,0,1469733230467,0.0478748139881,7,55,67267,0.151320684524
0.0291108630952,0.0409226190476,1,1469733230467,0.0373883928571,0,55,69738,0.117047991071
0.0289481026786,0.0380859375,1,1469733230467,0.037830171131,1,55,71790,0.114583333333
0.0159040178571,0.0206240699405,1,1469733230467,0.0189732142857,2,55,73804,0.0595470610119
0.0238560267857,0.0347609747024,1,1469733230467,0.0367140997024,3,55,75922,0.104933965774
0.0264136904762,0.033435639881,0,1469733230467,0.0291806175595,0,55,153213,0.092052641369
0.0387137276786,0.0582449776786,0,1469733230467,0.0523623511905,1,55,155283,0.153855096726
0.0240187872024,0.0328776041667,0,1469733230467,0.0312732514881,2,55,157319,0.101702008929
0.0226004464286,0.0324358258929,0,1469733230566,0.0257859002976,3,55,159364,0.0826822916667
0.0398297991071,0.0573381696429,0,1469733230566,0.0504324776786,4,55,161392,0.155854724702
0.0286458333333,0.0402018229167,0,1469733230566,0.0354585193452,5,55,163420,0.105492001488
0.0209030877976,0.0277855282738,0,1469733230566,0.0252511160714,6,55,165486,0.084728422619
0.0414574032738,0.0534086681548,0,1469733230566,0.0478748139881,7,55,167506,0.151390438988
0.0291108630952,0.0408993675595,1,1469733230567,0.0374116443452,0,55,169973,0.117117745536
0.0289713541667,0.0381324404762,1,1469733230567,0.037853422619,1,55,172004,0.114722842262
0.0159272693452,0.0206705729167,1,1469733230567,0.0189732142857,2,55,174098,0.0595703125
0.02392578125,0.0347377232143,1,1469733230567,0.0367838541667,3,55,176234,0.105259486607
0.0264369419643,0.033458891369,0,1469733230567,0.0292038690476,0,55,253430,0.0921223958333
0.0387369791667,0.0582449776786,0,1469733230567,0.0523390997024,1,55,255545,0.15380859375
0.0240187872024,0.0328776041667,0,1469733230568,0.0312965029762,2,55,257565,0.101725260417
0.0225771949405,0.0323893229167,0,1469733230568,0.0257393973214,3,55,259565,0.0825892857143
0.039806547619,0.0573381696429,0,1469733230568,0.0504557291667,4,55,261564,0.155808221726
0.0286458333333,0.0401785714286,0,1469733230568,0.0354352678571,5,55,263575,0.10546875
0.0208798363095,0.0277622767857,0,1469733230673,0.0252046130952,6,55,265608,0.0846819196429
0.04150390625,0.0534319196429,0,1469733230673,0.0478980654762,7,55,267617,0.151506696429
0.0290876116071,0.0408761160714,1,1469733230673,0.0374116443452,0,55,270089,0.117164248512
0.0290178571429,0.0381556919643,1,1469733230673,0.0378766741071,1,55,272204,0.11486235119
0.0159505208333,0.020740327381,1,1469733230674,0.0189964657738,2,55,274303,0.0595703125
0.0239722842262,0.0347609747024,1,1469733230674,0.036876860119,3,55,276341,0.105678013393
0.0264369419643,0.0334821428571,0,1469733230674,0.0292271205357,0,55,353606,0.0921921502976
0.0387602306548,0.0582914806548,0,1469733230674,0.0523856026786,1,55,355686,0.153878348214
0.0240420386905,0.0329008556548,0,1469733230674,0.0312965029762,2,55,357722,0.101771763393
0.0225306919643,0.0323428199405,0,1469733230674,0.0257161458333,3,55,359769,0.0824962797619
0.0398530505952,0.057384672619,0,1469733230674,0.0505022321429,4,55,361799,0.155947730655
0.0286690848214,0.0402018229167,0,1469733230674,0.0354585193452,5,55,363826,0.105492001488
0.0208565848214,0.0277157738095,0,1469733230674,0.0251813616071,6,55,365924,0.0846121651786
0.0415504092262,0.053478422619,0,1469733230674,0.0479678199405,7,55,367960,0.151669456845
