blue,green,groupId,received,red,sensorId,time1,time2,white
0.0562220982143,0.0652901785714,0,1470250187584,0.0614769345238,0,59,224999,0.163504464286
0.0655226934524,0.0857514880952,0,1470250187584,0.0791248139881,1,59,227050,0.206077938988
0.0513392857143,0.061755952381,0,1470250187584,0.0610584077381,2,59,229092,0.16320219494
0.0581519717262,0.0687546502976,0,1470250187584,0.0618024553571,3,59,231100,0.170758928571
0.064453125,0.08203125,0,1470250187584,0.073497953869,4,59,233108,0.206380208333
0.0738699776786,0.0947265625,0,1470250187584,0.0842633928571,5,59,235158,0.240420386905
0.0478515625,0.0624767485119,0,1470250187585,0.0541294642857,6,59,237271,0.14269438244
0.0647321428571,0.07568359375,0,1470250187633,0.068359375,7,59,239296,0.202078683036
0.0562918526786,0.0691964285714,1,1470250187633,0.0612444196429,0,59,241767,0.166922433036
0.0502464657738,0.060802641369,1,1470250187633,0.0591517857143,1,59,243789,0.157412574405
0.048084077381,0.0519205729167,1,1470250187633,0.0561988467262,2,59,245885,0.159644717262
0.0397600446429,0.0492931547619,1,1470250187633,0.0466657366071,3,59,247896,0.112095424107
0.0563616071429,0.0654529389881,0,1470250187682,0.0616396949405,0,59,325248,0.164015997024
0.0656389508929,0.0859142485119,0,1470250187682,0.0792643229167,1,59,327304,0.20642671131
0.0514787946429,0.0619187127976,0,1470250187682,0.0611979166667,2,59,329309,0.163527715774
0.0583147321429,0.0688941592262,0,1470250187682,0.0619884672619,3,59,331401,0.17127046131
0.0653366815476,0.0828683035714,0,1470250187682,0.074451264881,4,59,333430,0.207589285714
0.0742652529762,0.0951450892857,0,1470250187682,0.0846586681548,5,59,335524,0.241234188988
0.0482933407738,0.0629185267857,0,1470250187682,0.0545944940476,6,59,337554,0.143415178571
0.06494140625,0.075939360119,0,1470250187733,0.0685686383929,7,59,339638,0.20263671875
0.0564313616071,0.0693591889881,1,1470250187733,0.0613839285714,0,59,342139,0.167387462798
0.0503627232143,0.0609188988095,1,1470250187733,0.0592680431548,1,59,344224,0.157807849702
0.0469215029762,0.0508742559524,1,1470250187733,0.054920014881,2,59,346245,0.158156622024
0.0411086309524,0.0504324776786,1,1470250187733,0.0480608258929,3,59,348262,0.113630022321
0.056384858631,0.0655226934524,0,1470250187784,0.0616629464286,0,59,425384,0.1640625
0.0657087053571,0.0859607514881,0,1470250187784,0.079334077381,1,59,427512,0.20665922619
0.0515718005952,0.06201171875,0,1470250187784,0.061290922619,2,59,429526,0.163760230655
0.0583844866071,0.0689639136905,0,1470250187784,0.0620582217262,3,59,431531,0.171433221726
0.0646623883929,0.0824032738095,0,1470250187784,0.0738699776786,4,59,433541,0.207124255952
0.0741954985119,0.0950985863095,0,1470250187784,0.0846121651786,5,59,435659,0.241257440476
0.0479910714286,0.0626162574405,0,1470250187786,0.0542689732143,6,59,437686,0.14318266369
0.06591796875,0.0767996651786,0,1470250187786,0.0696614583333,7,59,439707,0.203752790179
0.0562918526786,0.0692894345238,1,1470250187835,0.0613374255952,0,59,442187,0.16662016369
0.0504557291667,0.0610119047619,1,1470250187835,0.0593610491071,1,59,444282,0.15808686756
0.0480375744048,0.0516880580357,1,1470250187835,0.0558268229167,2,59,446314,0.159156436012
0.0405505952381,0.0496651785714,1,1470250187835,0.0474795386905,3,59,448326,0.11316499256
0.0565011160714,0.0657319568452,0,1470250187886,0.0618024553571,0,59,525577,0.164248511905
0.065685453869,0.0858909970238,0,1470250187886,0.079334077381,1,59,527617,0.206612723214
0.0516415550595,0.0621047247024,0,1470250187886,0.0614071800595,2,59,529618,0.163899739583
0.0583844866071,0.0689639136905,0,1470250187886,0.0620349702381,3,59,531687,0.171340215774
0.0662202380952,0.083751860119,0,1470250187886,0.0755440848214,4,59,533713,0.20837983631
0.0741257440476,0.0950288318452,0,1470250187886,0.0845191592262,5,59,535767,0.2412109375
0.0478748139881,0.0624302455357,0,1470250187886,0.0540597098214,6,59,537798,0.142973400298
0.0654529389881,0.0763578869048,0,1470250187886,0.0691499255952,7,59,539831,0.203125
0.0559430803571,0.069080171131,1,1470250187937,0.0613141741071,0,59,542316,0.165620349702
0.0505952380952,0.0611281622024,1,1470250187937,0.0594773065476,1,59,544333,0.158644903274
0.0467122395833,0.050525483631,1,1470250187937,0.053943452381,2,59,546316,0.156715029762
0.0399460565476,0.0489211309524,1,1470250187937,0.0469447544643,3,59,548314,0.112932477679
0.0566871279762,0.0661969866071,0,1470250187988,0.0623139880952,0,59,625772,0.165132068452
0.0670340401786,0.0871233258929,0,1470250187988,0.0807059151786,1,59,627830,0.207961309524
0.0517578125,0.0622209821429,0,1470250187988,0.0614769345238,2,59,629828,0.164039248512
0.0585007440476,0.0690569196429,0,1470250187988,0.0621279761905,3,59,631840,0.171526227679
0.0654994419643,0.0831240699405,0,1470250187988,0.0748000372024,4,59,633848,0.208751860119
0.0751488095238,0.0959821428571,0,1470250187988,0.0856119791667,5,59,635987,0.242327008929
0.0479445684524,0.0624767485119,0,1470250187988,0.0540597098214,6,59,638014,0.143136160714
0.0654529389881,0.0763578869048,0,1470250187989,0.0691499255952,7,59,640034,0.203125
0.056640625,0.0697079613095,1,1470250187989,0.0623139880952,0,59,642496,0.169921875
0.0507579985119,0.0612211681548,1,1470250187989,0.0595935639881,1,59,644523,0.15955171131
0.0464099702381,0.0505719866071,1,1470250188050,0.0534086681548,2,59,646529,0.155808221726
0.0399460565476,0.0489211309524,1,1470250188050,0.0469447544643,3,59,648545,0.112932477679
0.0564546130952,0.0657319568452,0,1470250188101,0.0624302455357,0,59,725958,0.164620535714
0.0656156994048,0.0858212425595,0,1470250188101,0.0792410714286,1,59,728006,0.206263950893
0.0517810639881,0.0621744791667,0,1470250188101,0.0614769345238,2,59,730010,0.163783482143
0.0589425223214,0.0695452008929,0,1470250188101,0.0625930059524,3,59,732041,0.17345610119
0.0669875372024,0.0844494047619,0,1470250188101,0.0762183779762,4,59,734141,0.210542224702
0.0740792410714,0.094959077381,0,1470250188101,0.0844959077381,5,59,736266,0.240908668155
0.0468517485119,0.0608491443452,0,1470250188101,0.0535016741071,6,59,738323,0.140392485119
0.0648018973214,0.0757765997024,0,1470250188101,0.0685686383929,7,59,740367,0.202659970238
0.0580589657738,0.0708937872024,1,1470250188101,0.0636625744048,0,59,742837,0.174455915179
0.0506184895833,0.0610584077381,1,1470250188101,0.0594075520833,1,59,744867,0.158947172619
0.0465494791667,0.050548735119,1,1470250188101,0.0536644345238,2,59,746873,0.154715401786
0.0416899181548,0.0505022321429,1,1470250188102,0.0489908854167,3,59,748927,0.11572265625
0.0565941220238,0.0657087053571,0,1470250188167,0.0618954613095,0,59,826146,0.16492280506
0.0654994419643,0.0856584821429,0,1470250188221,0.0791015625,1,59,828204,0.205798921131
0.0517578125,0.0621512276786,0,1470250188222,0.0614304315476,2,59,830215,0.163434709821
0.05908203125,0.0697312127976,0,1470250188222,0.0627790178571,3,59,832232,0.174502418155
0.0657784598214,0.083263578869,0,1470250188222,0.0748930431548,4,59,834323,0.209309895833
0.0745907738095,0.0953776041667,0,1470250188222,0.0850306919643,5,59,836378,0.241024925595
0.0462704613095,0.0608491443452,0,1470250188222,0.0539899553571,6,59,838461,0.138695126488
0.0652669270833,0.0761951264881,0,1470250188222,0.0689639136905,7,59,840515,0.202845982143
0.0583844866071,0.0709867931548,1,1470250188222,0.0635230654762,0,59,842975,0.177432105655
0.0503627232143,0.0607096354167,1,1470250188222,0.0591517857143,1,59,845017,0.157900855655
0.0448288690476,0.0489908854167,1,1470250188222,0.0521065848214,2,59,847030,0.151576450893
0.0403878348214,0.0492234002976,1,1470250188222,0.0477818080357,3,59,849033,0.114653087798
0.056896391369,0.0662202380952,0,1470250188272,0.0623139880952,0,59,926336,0.165666852679
0.0657552083333,0.0859375,0,1470250188272,0.0794270833333,1,59,928376,0.205984933036
0.0516880580357,0.0620814732143,0,1470250188323,0.0613839285714,2,59,930385,0.1630859375
0.0586402529762,0.0694521949405,0,1470250188323,0.0623139880952,3,59,932419,0.174246651786
0.0669410342262,0.0842866443452,0,1470250188323,0.0760556175595,4,59,934462,0.210379464286
0.0738234747024,0.0953776041667,0,1470250188323,0.0850306919643,5,59,936490,0.241024925595
0.0473865327381,0.0628720238095,0,1470250188323,0.0559663318452,6,59,938499,0.142857142857
0.0655924479167,0.0764741443452,0,1470250188323,0.0693591889881,7,59,940529,0.20300874256
0.0584542410714,0.0713355654762,1,1470250188323,0.0635928199405,0,59,942995,0.177897135417
0.05029296875,0.0605933779762,1,1470250188324,0.05908203125,1,59,945020,0.157412574405
0.0448288690476,0.0489908854167,1,1470250188324,0.0521065848214,2,59,947008,0.151576450893
0.0399460565476,0.0488048735119,1,1470250188324,0.0474795386905,3,59,949037,0.113955543155
0.0569893973214,0.0665225074405,0,1470250188378,0.0623604910714,0,0,26523,0.165922619048
0.0654529389881,0.0856584821429,0,1470250188378,0.0790783110119,1,0,28577,0.205636160714
0.0517345610119,0.0620814732143,0,1470250188378,0.0614071800595,2,0,30605,0.1630859375
0.0583844866071,0.0692196800595,0,1470250188378,0.0619652157738,3,0,32629,0.174595424107
0.0655459449405,0.0828450520833,0,1470250188378,0.0745675223214,4,0,34670,0.20861235119
