blue,green,groupId,received,red,sensorId,time1,time2,white
0.0413643973214,0.0569893973214,0,1469554928804,0.0466889880952,6,12,210614,0.144089471726
0.0603841145833,0.0736142113095,0,1469554928804,0.064197358631,7,12,212676,0.209123883929
0.0463169642857,0.0601050967262,1,1469554928804,0.0503627232143,0,12,215182,0.166666666667
0.0407366071429,0.0513392857143,1,1469554928804,0.048595610119,1,12,217211,0.150437127976
0.0278785342262,0.03271484375,1,1469554928804,0.0338309151786,2,12,219321,0.116443452381
0.0326915922619,0.0454566592262,1,1469554928804,0.0447591145833,3,12,221359,0.1298828125
0.0449916294643,0.0541759672619,0,1469554928804,0.0491536458333,0,12,297394,0.158389136905
0.0483630952381,0.0690569196429,0,1469554928804,0.0608491443452,1,12,299504,0.182640438988
0.0320870535714,0.0429920014881,0,1469554928804,0.0380161830357,2,12,301529,0.126767113095
0.0424107142857,0.0531296502976,0,1469554928804,0.0448056175595,3,12,303553,0.153413318452
0.051013764881,0.0687779017857,0,1469554928804,0.0590122767857,4,12,305589,0.188569568452
0.0405738467262,0.0532459077381,0,1469554928804,0.0457356770833,5,12,307629,0.141950334821
0.0413643973214,0.0570126488095,0,1469554928804,0.0467122395833,6,12,309646,0.144182477679
0.0604306175595,0.0736374627976,0,1469554928805,0.0642438616071,7,12,311659,0.209286644345
0.0463169642857,0.0601283482143,1,1469554928805,0.0503627232143,0,12,314225,0.166689918155
0.0407366071429,0.0513160342262,1,1469554928910,0.048572358631,1,12,316296,0.150320870536
0.0278785342262,0.03271484375,1,1469554928910,0.0338076636905,2,12,318330,0.116536458333
0.0326683407738,0.04541015625,1,1469554928910,0.044689360119,3,12,320339,0.129743303571
0.0449683779762,0.0541062127976,0,1469554928913,0.049083891369,0,12,397577,0.158226376488
0.0483630952381,0.0690336681548,0,1469554928913,0.0608258928571,1,12,399642,0.182547433036
0.0320638020833,0.04296875,0,1469554928913,0.0379929315476,2,12,401665,0.126697358631
0.0424107142857,0.0531296502976,0,1469554928913,0.0447823660714,3,12,403706,0.153343563988
0.0509672619048,0.0687313988095,0,1469554928913,0.0589890252976,4,12,405759,0.1884765625
0.0405738467262,0.05322265625,0,1469554928913,0.0457356770833,5,12,407788,0.141927083333
0.0413643973214,0.0569893973214,0,1469554928913,0.0466889880952,6,12,409795,0.144135974702
0.0604306175595,0.0736142113095,0,1469554928914,0.064197358631,7,12,411823,0.209193638393
0.0463169642857,0.0601050967262,1,1469554928914,0.0503394717262,0,12,414322,0.166550409226
0.0407133556548,0.0512927827381,1,1469554928914,0.048572358631,1,12,416353,0.150204613095
0.0278785342262,0.0326450892857,1,1469554928914,0.0337379092262,2,12,418371,0.116559709821
0.0325985863095,0.0452938988095,1,1469554928914,0.0445498511905,3,12,420423,0.129441034226
0.0449683779762,0.0540829613095,0,1469554929091,0.049083891369,0,12,497758,0.158179873512
0.0483630952381,0.0690336681548,0,1469554929091,0.0608258928571,1,12,499845,0.182524181548
0.0320638020833,0.04296875,0,1469554929091,0.0380161830357,2,12,501868,0.126697358631
0.0424339657738,0.0531529017857,0,1469554929091,0.0448056175595,3,12,503889,0.153366815476
