"x","z","0-0","0-1","0-2","0-3","0-4","0-5"
1.72148185888276,0.799680346222522,0.104854945591726,0.109605164155486,0.0733837053571661,0.111788895089131,0.100589269438482,0.117280638485683
1.71349080354998,0.770534632644843,0.104567608351673,0.108850195312662,0.0738571033296219,0.11178459588897,0.0996836983816553,0.11638541899189
1.69965976954239,0.73150104403252,0.104185625930183,0.107295763579155,0.0744409435453854,0.111712197730695,0.100575369698896,0.116324269903599
1.67717105026471,0.687737085027938,0.103800992838474,0.104770817057366,0.0751202869233779,0.111722549293093,0.0996233003162841,0.117347088913939
1.64859854201531,0.639450449661142,0.103312365141303,0.103163836960551,0.0753703218006086,0.111669101097537,0.0997301967074104,0.116231273251194
1.62093753640176,0.593646346767898,0.102890583147127,0.0992641834078822,0.0788511183965727,0.111654450334978,0.099595751953242,0.117143794178094
1.59608245182104,0.549683267333197,0.102459200614113,0.0943832728794717,0.0863430129278637,0.111683000837123,0.099535605004001,0.116306322079424
1.57419719699267,0.501188918199174,0.101317843192112,0.0873178664434529,0.0893650065104143,0.111191115606514,0.100345779855157,0.116221923828168
1.55991095808675,0.444141248873611,0.0982419363841749,0.0767348191034273,0.091044677734358,0.110874976748688,0.0996192522322646,0.117291241164211
1.55508495313256,0.379591661584449,0.0962486630394562,0.0681245535714028,0.0919373883928642,0.110854629370982,0.100576622954163,0.11624947219115
1.55784049610834,0.310216678203987,0.0956950892854878,0.0614220772879072,0.093063881138372,0.110991473679338,0.0996673990885559,0.11624947219115
1.57100826942276,0.241122250632957,0.0947891252790406,0.0667517508370707,0.0946159505209776,0.111665304129637,0.0996673990885559,0.116602508835751
1.59060863357681,0.169651672105812,0.0928676502046124,0.0787503952752848,0.0966808989027671,0.111952246093921,0.100478324962719,0.117104245721856
1.61104858768276,0.0942350375953999,0.0897243210565618,0.0901552850632639,0.0990665364586006,0.111836000278814,0.099713897414311,0.116557659039846
1.63097321549386,0.0300131632108538,0.0817710937499863,0.0996411574592765,0.101360574776683,0.111695107887129,0.099781745256939,0.117758124069805
1.6464975389536,-0.0335131317398402,0.073968984840043,0.103415613374529,0.10311948939719,0.111424967447636,0.0999025413876699,0.11670535714292
1.65412231516908,-0.0975620532055376,0.0717742954798972,0.107111832682036,0.104315371558676,0.111177429780383,0.0996727004278427,0.116644959077691
1.65304839972129,-0.15908380810731,0.0679803757440631,0.109191573660749,0.105194075520564,0.110874044363959,0.1004742768787,0.117530933779557
1.64875803313567,-0.223747583130983,0.0633915062313804,0.111132682291835,0.105753094772939,0.110662258184691,0.0995099562870083,0.116171377418106
1.64196735557232,-0.28720536942575,0.0592020275297886,0.112808056640403,0.106084028552962,0.110700660342361,0.100180240885582,0.116872612072077
1.62791119857906,-0.348950758682519,0.0625265299479396,0.113966648065682,0.106304017857264,0.110992045665858,0.0991375744049437,0.115485758463714
1.60736180314398,-0.409745856371958,0.0731741652715931,0.115636828032244,0.106514657738218,0.111313127790356,0.0992840192520505,0.115446210007775
1.5918571580449,-0.464943380150308,0.0803381905692105,0.115263230096795,0.10665580124608,0.111590613374237,0.0990117280504578,0.116662367466871
1.57952209865087,-0.527787512435977,0.083593898809546,0.11565291341123,0.106769396391486,0.11169740280897,0.098981277901642,0.115921189081376
1.57217391761608,-0.583571290110454,0.088721663411439,0.116015694754337,0.106866441127075,0.111884793527119,0.0997816010972318,0.116733261253783
