"x","z","0-1","0-2","0-3","0-4","0-5"
1.74155275625731,0.682242863089304,0.107459670294008,0.0577598563057957,0.0943853399365951,0.097040362258367,0.107091755022203
1.76622675963896,0.669042795563807,0.107853401692945,0.0583657761346465,0.0942578450521898,0.0970964611235884,0.107969026692992
1.79196512802357,0.656953989667648,0.108394080171231,0.0587851632254465,0.0941907482331558,0.0970185105098506,0.107163653273647
1.82459747916785,0.652793464153861,0.107980145554313,0.0582370047433326,0.0943136928012811,0.0969842633925585,0.107241999163181
1.86493819421979,0.654055243954042,0.10810004650291,0.0574990838913469,0.0944217354912588,0.0978804850260902,0.10818497023803
1.9075774852199,0.652084836826502,0.106598451450937,0.0578747186569788,0.0942098423550373,0.0967206775482866,0.107044507998806
1.93296581172861,0.647307490649993,0.105542996651637,0.0595686058407653,0.0935353655133052,0.0972435151599883,0.106919163876581
1.93811376464558,0.640075484983238,0.104147007533454,0.0617920293898577,0.0930500348772038,0.0959755580357612,0.107562546502895
1.92609158625482,0.619666639370821,0.10193790690102,0.065009330822167,0.0928559454054492,0.0958761137460716,0.106410835193717
1.90208219886739,0.599245625006202,0.100079406157037,0.0701143787202596,0.0929437476747424,0.0952330891929206,0.107088464936736
1.86956685401433,0.583529846095535,0.0958522484190525,0.0761516880580106,0.0926775111607971,0.094889653087646,0.105832759021589
1.82914005383587,0.570110024388909,0.0911819219679917,0.0814757998511727,0.0922578799293423,0.0955723330544385,0.105691615513141
1.79045994810993,0.557635283703538,0.084350069754497,0.0855200079054827,0.0919772414435505,0.0942164295012225,0.106526185826034
1.748131592843,0.535817316538155,0.0703565406435939,0.0878554873512168,0.0914943103608449,0.0942804803759498,0.105517515345941
1.70497898433921,0.501601947491848,0.0572493768601218,0.0896093447730635,0.0897998093377737,0.0942804803759498,0.105986295572842
1.65467973075369,0.453666580556659,0.0483287760416831,0.0907632742745591,0.0874920084635521,0.092317447916753,0.106032291666954
1.60802356179785,0.394977082567661,0.0463925362722886,0.0918668015253118,0.0862573242187663,0.0920715587799266,0.105672054036361
1.57712863738352,0.327108665559729,0.0474112374442135,0.0931479771205248,0.085475125558039,0.0910555454798913,0.106417782738127
1.56026987064315,0.255208505319882,0.0514306570870651,0.0942209123881968,0.084609207589253,0.090267831566228,0.105095982143082
1.53793732250751,0.179779167041316,0.0561734933036185,0.0952562290736528,0.0833834123883977,0.0900901483445242,0.105095982143082
1.51097549667178,0.116058686301596,0.0626646391369166,0.0971988839282793,0.0818776227678535,0.0886188592820228,0.104446007719522
1.47029714472348,0.0675345448927232,0.0689805919828935,0.0991497721351366,0.0801163829985362,0.0877779134114437,0.103943085007571
1.43040882357076,0.0282588294654326,0.073564139229943,0.10016227446041,0.0781368047805063,0.0825972888765183,0.0995515555244867
1.38120715087123,8.90868120156829e-05,0.0769573451450981,0.100930431547756,0.076390971447174,0.0793087983631106,0.0962049153645381
1.32081119090836,-0.0120149253025844,0.0802120861235112,0.101469605654686,0.0744797409784326,0.0759227934337788,0.0929309686572191
1.25960044068427,-0.00568625793337043,0.0841231422060956,0.102032672991069,0.0697223888579171,0.0731108142670846,0.0915227980840966
1.20041632586737,0.00762945353127448,0.088535579427094,0.103012613932273,0.0643692824590449,0.0712089704240891,0.0911808291480734
1.14120572488735,0.0178053994265406,0.0905891043527038,0.104446935453885,0.0621327078683005,0.0672606236049302,0.088965564546115
1.08280443130931,0.0195234122407077,0.0929205426894827,0.105849911644536,0.060946393694214,0.0661775739397543,0.0871530273437628
1.02088420955146,0.015551734299078,0.0941639276412329,0.107268040829472,0.059513583519327,0.0661447521391285,0.0849364746093925
0.960507318560874,0.00725857382851925,0.0957325520832886,0.108401985676869,0.0576452334449569,0.0671623093378438,0.0818190755208298
0.892806932091646,-0.0069961876481614,0.0979136462986401,0.109285742187267,0.0560628324962998,0.0673806361607269,0.0816200055803601
0.825336247205124,-0.0326114500038642,0.100895068359186,0.110218647693721,0.0548058756510157,0.0688520763579063,0.0797198776971864
0.767915352539077,-0.0719371422869298,0.100895068359186,0.111236202567008,0.052846984281974,0.0706041899181782,0.0770732328868764
0.71208659704746,-0.113985068253419,0.104622386532512,0.112036167690074,0.0515289364769391,0.0772426432291676,0.0734742489769207
0.654045025948273,-0.151575741459758,0.105908577473796,0.11278383091509,0.0499617745535322,0.083451032366063,0.0680656738281528
0.600591458452947,-0.176914575348182,0.107173525855804,0.113355352492694,0.0484780901227834,0.0836339285714234,0.069548746744782
0.549472255353316,-0.189950525057545,0.107767401413568,0.113721535527954,0.0474853678385653,0.0850661109560947,0.0676179454985138
0.498750244016834,-0.193955596617448,0.108047788783241,0.113915876115899,0.0486952613467091,0.087462460472466,0.0651451450892697
0.44087968417594,-0.193958707682793,0.109417089843783,0.114025172061036,0.0512634161086398,0.0872118071056405,0.0651451450892697
0.381288011318443,-0.187350256899902,0.10857306315116,0.114124867466478,0.0521979654948218,0.0875041945684567,0.063883586774545
0.31581084647084,-0.180243459749973,0.108602008928578,0.11424781203507,0.0496304129464628,0.087284205264126,0.0620567034039884
0.252440255243914,-0.178826911062166,0.108963141741299,0.114254761904834,0.0462210170201024,0.0863313476562141,0.0597165108816606
0.203859129111927,-0.18762253678943,0.10907963867188,0.114395654297301,0.0424161760602603,0.0856863885788597,0.0677147972470174
0.181412517006086,-0.195857722528337,0.109171489025174,0.11465709170419,0.0391215564546493,0.0825879394531284,0.0761532552083144
0.183454549372475,-0.190323587520562,0.108595812407146,0.114566996837568,0.036982091703867,0.0814835821242391,0.073828118024547
0.201207669473653,-0.166321849396373,0.109003550502104,0.114340057663723,0.035812932477667,0.0792054501488136,0.0704418689546304
0.223054009524522,-0.132815713384511,0.107923091052971,0.114150016275887,0.0357819103422852,0.0777299339657931,0.0684852120535467
0.247812078357945,-0.0940208798296165,0.107447360956306,0.113976274181737,0.036324560546892,0.0757372767856841,0.0696855747767894
0.268106481964376,-0.0413675256857658,0.107045426432309,0.113618189639414,0.0369073683965551,0.0738158017113445,0.0704332798548903
0.275657147537238,0.0158256412741681,0.106361707124321,0.113305452473654,0.0377073707217091,0.0734128673735345,0.071912630208316
0.282506361916005,0.0556173280206458,0.10652910853784,0.1129651692709,0.0385759742373234,0.0723040387835189,0.0693810523623914
0.305504439555689,0.0812322574437915,0.104312341889897,0.112570040457676,0.0398844122023624,0.0721530831473387,0.0667393066406078
0.340543335578825,0.0879132303979484,0.103535625930351,0.112130061848904,0.0415029343378106,0.0698713704427283,0.068168280319917
0.385068178480771,0.082326925858007,0.103065197172375,0.111845626395511,0.0434112304687663,0.0687364234560887,0.0684245837983992
0.437289083115553,0.069726633249289,0.10242342587445,0.111558540271599,0.0462062197730895,0.0673056175595183,0.0693559337797959
0.48704972574946,0.0464695692162091,0.101681815011009,0.111170110211758,0.049341378348193,0.0636700195312542,0.0707350423177433
0.533749251672451,0.0106635427269159,0.0980743536086463,0.110850425502234,0.0524539341517731,0.062891317894327,0.0694971749442192
0.578601692209399,-0.028064327569004,0.0903370605468301,0.110319956752188,0.0562100237165099,0.0630525506882425,0.0728845982142984
0.623607087745916,-0.0600226405984519,0.0855144252232392,0.108980136253483,0.0586290480840773,0.0630525506882425,0.0787290922619384
0.68281679888129,-0.0819271291670236,0.0846513741629658,0.106992636253728,0.0607527460007203,0.0663420526413705,0.0787290922619384
0.752865627619556,-0.0928749382972729,0.0835540759858577,0.105455503627108,0.0631029901413679,0.0690123883928522,0.0802548316592136
0.82644620584903,-0.094640138897054,0.0816968656993777,0.104492147972425,0.065267673456126,0.0713397902715709,0.0819660644531216
0.89580159176149,-0.0839019448029706,0.0802896972656271,0.103411149088387,0.067416957310297,0.0715082031250155,0.0822841378348245
0.963932992906497,-0.062161262902754,0.0759099981399219,0.102503892298925,0.0695457101004529,0.0720741978236982,0.0843765973772051
1.03177129902831,-0.0334595533796246,0.0720156366257635,0.102057463727447,0.0714403924850837,0.0735902460007763,0.0889408877418059
1.10442279638255,-0.00232030455896772,0.0720156366257635,0.10197911783847,0.0733707961309651,0.0740815731956783,0.0943664434526228
1.17465599494861,0.0264577538202814,0.0693104259672262,0.101691780599045,0.075784126209067,0.0794994303385157,0.0993541015624803
1.2405636537684,0.0457246512644623,0.0681144391740977,0.101386746651546,0.0785070335751548,0.0842335053943633,0.100458747210044
1.29580825501489,0.0545008240258625,0.067224232700901,0.101762386067739,0.0803983909970286,0.0870014113653124,0.101259860956112
1.34415817275853,0.0560783227684491,0.0648327845982098,0.102213971819396,0.0814041968936234,0.086698167782761,0.102769303385389
1.39308574217149,0.0512563817606071,0.0634897344679737,0.102628659784117,0.0819966750371872,0.0870959472656592,0.102426406715091
1.44022573740477,0.0374031595805176,0.0633860258556774,0.103049939546079,0.0823844587053802,0.0881514020647239,0.104086090959951
1.48923283343195,0.0121137571257489,0.0637009835379037,0.10348146391348,0.0824739048549118,0.088241138857897,0.104262772042459
1.54801341203323,-0.0172646177406934,0.0651690569196584,0.104018236142089,0.0825662179129251,0.0896731305803605,0.105102536737637
1.61103179290714,-0.0364083759218126,0.0680191824776768,0.104213327752992,0.0834857305617931,0.0897406203496609,0.106760823567534
1.66356969929814,-0.0387453737947243,0.0727518019903363,0.104056887090581,0.0841210937499901,0.0913189127603984,0.106253534225895
1.69330604035141,-0.0235060449240964,0.0746782947358492,0.10373530273444,0.0840026971726148,0.0904526390439032,0.106494373140163
1.69885591786646,-0.00336667512071827,0.0766754627046381,0.103355970981966,0.083871258835593,0.0903037946428609,0.10738099423366
1.68463492006418,0.0159986875007015,0.0777020740327332,0.103158979724456,0.0843403971354403,0.0904528901599746,0.106474025762457
1.65459333712059,0.0325225730077602,0.0766135532924241,0.102948088727917,0.0844662434895626,0.09003970656624,0.106474025762457
1.62001112281848,0.0494294114105158,0.0750559012276545,0.102578608631039,0.0841707031249889,0.09003970656624,0.107312500000249
1.58603208444352,0.0654548535024164,0.06979983491441,0.101874146670664,0.0838208193824463,0.0906552897135761,0.106179738653209
1.55524747929439,0.0800787451760157,0.0643875883556234,0.100598307291824,0.0840132603236472,0.0896363746280134,0.105998044549662
1.52666573006393,0.103370909380237,0.0591116885230503,0.0976190080916824,0.0844690383184322,0.0906435407366207,0.106694373139869
1.50487886382397,0.143125841007622,0.0569322195870745,0.0934024158296027,0.0847741792224827,0.0897724679129115,0.105515113467074
