"x","z","0-1","0-2","0-3","0-4","0-5"
1.0297697447624,0.50692990035264,0.0992587402341732,0.0940575869608017,0.0932308430989659,0.0936444847468923,0.103658544921976
0.97666154466389,0.509144088919981,0.0980381742930801,0.0958435244604957,0.0929646065850207,0.0919318545386842,0.101918510509835
0.927879203652485,0.518211848782552,0.0928278994605965,0.101007952008934,0.0922753348215866,0.0911597935268099,0.101830422247109
0.883316720481136,0.513900494739956,0.0962405668715016,0.107782679966269,0.0906490001859907,0.0873529110863127,0.0985751418341845
0.841424702744695,0.490170552286057,0.100042120070397,0.113744138299837,0.0869368931361276,0.0802449544270726,0.0937411528086876
0.801363185247972,0.453119548252403,0.10092358165896,0.114644694010312,0.0823671619233527,0.0779749465216077,0.092850813802255
0.768515780479031,0.403198485055158,0.102250932384614,0.11512586960581,0.0784545735677253,0.0755350492931495,0.0912456542968831
0.746541011757099,0.340435537557812,0.101699541945936,0.11561954752614,0.0742117396763417,0.074365945870554,0.0898672154018001
0.735069954516661,0.266849985685707,0.102945035807011,0.115944175502278,0.0697995233445129,0.074365945870554,0.0896868838355717
0.733442473116684,0.189436685238718,0.105216289992344,0.116719135974505,0.0672230445498369,0.0716609049479107,0.0879167596726513
0.734445032847636,0.115060283526105,0.107488692801277,0.117611488560245,0.0654293108258873,0.0708194428943214,0.087114894903288
0.728753302997893,0.0542833216745248,0.109956545293576,0.118260853794547,0.0640906389509007,0.0702583007812346,0.084131159319187
0.710800687027932,0.00616809794965457,0.109956545293576,0.118778927176121,0.0629716727120322,0.0713557082403243,0.0831540527343943
0.688631114587587,-0.0258536996027234,0.109785742187418,0.119016864304595,0.0629081961495605,0.0756313871837741,0.0834667503720072
0.664186357117075,-0.039765105942037,0.110419417317951,0.11912350957957,0.0633731073288538,0.0775616164434763,0.0834667503720072
0.64003362403774,-0.0328650406232538,0.110475911458322,0.119552992466602,0.0639552315848254,0.0798815197173023,0.0824764904203973
0.6208989050568,-0.004955828441701,0.110567905970904,0.11993457961273,0.0643680175781434,0.0801837937128298,0.0824304547990967
0.607382114175478,0.0416207706373447,0.110558807663638,0.120230119977988,0.0644999139694694,0.0801855096726516,0.0820845796130727
0.595603480316507,0.0951919688021167,0.110433463541473,0.120327415829638,0.0634720749628097,0.0795864025297305,0.0816591448102582
0.583806971981073,0.150272196641788,0.111300739397575,0.120190822637533,0.0621074637276699,0.078400871930788,0.0835605282737893
0.573526504994974,0.195741827057384,0.109578652809099,0.119967931547416,0.0613635904948252,0.076861835007463,0.083353980654751
0.572339975703895,0.225406087110945,0.108569445219394,0.119687795293843,0.0609453497023761,0.0733519484747131,0.084427569289431
0.584432192979947,0.241586097278329,0.107390292503579,0.119347260974455,0.0602751650855707,0.0721072242373553,0.0853215704055144
0.606364617032675,0.242484736279061,0.105719215029637,0.118909933035671,0.0593360932849891,0.0695578985304951,0.082615887741817
0.642856847358185,0.229128847067462,0.104679268972959,0.118463004557079,0.0584252139136701,0.0680445149739848,0.0805204822358653
0.691632335833658,0.207886158545599,0.10201807803183,0.11805587565091,0.0577835100446384,0.0669771647135495,0.0764083403087881
0.734250753935425,0.181434410744315,0.100588197544679,0.117659744698451,0.0574862816219883,0.0660261625744064,0.0723507556733475
0.771121463837388,0.151471333426153,0.098605782644826,0.11727561383966,0.0576216192336232,0.0662286272321631,0.0699875325520609
0.807447890341887,0.126547799110155,0.0972882440478441,0.11697247953872,0.0580807291666355,0.0648501883370214,0.0669823242187778
0.839255260633867,0.104977155650164,0.0966012276788145,0.116783942522192,0.0578404668899006,0.065689164806546,0.0662763555617691
0.853638086474604,0.0898069462244582,0.097146956380287,0.116643050130023,0.0571422037760183,0.065689164806546,0.0681545270647413
0.864115814575605,0.0794596218704652,0.099361072358587,0.116788992745408,0.0563251162574373,0.0647439778645995,0.0699361235119017
0.873703769483785,0.0694291722781989,0.100303471447415,0.117104127139328,0.0568612560454038,0.0657138625371813,0.0756114374069762
0.883268454997596,0.0541431912702234,0.102839064825422,0.117544105747846,0.0585011532738367,0.0680073776971555,0.0799528901599459
0.868093483114735,0.017955476034631,0.105183614676575,0.117989385695825,0.0601932686941632,0.0699260463169559,0.0799528901599459
0.846984431260005,-0.0372488980273432,0.106593647693443,0.118298072451627,0.0635000627790292,0.0735358375186137,0.0842223330542998
0.835217700257956,-0.1045471327484,0.108376278831812,0.11861951264907,0.0662492513021034,0.0759129999069689,0.0865462123326023
0.833181172614387,-0.166971574683517,0.108403352864662,0.119194938150945,0.0676392113094883,0.0810153645833114,0.0887873511904814
0.827770215988897,-0.215478077957388,0.108727443731356,0.119628218005782,0.0697866536458024,0.0824060453869274,0.098084605189535
0.819080993752516,-0.251757738148046,0.108183112444259,0.119491373698193,0.0713944056919431,0.0836866420200753,0.100585416666639
0.816862997981255,-0.263294302008927,0.107960972377191,0.119436528087711,0.072268875558036,0.0832424037388044,0.0997764950707388
0.824225267981046,-0.240356425056265,0.107433298456345,0.119483277529484,0.0726377418154531,0.0829499860491238,0.100950558035915
0.850371868989295,-0.22763517929837,0.10753575381301,0.119626069568589,0.0719515159970303,0.0834622209821644,0.0999373372395531
0.892732130456362,-0.240274118100123,0.10929814453133,0.119713406808288,0.0711694986978929,0.0812672665550315,0.10034686569933
0.942245463811842,-0.267810338939035,0.10904000651022,0.119939987909251,0.0702545038132502,0.0808825567336715,0.102527273995243
